Path,Class,Total number of words,Word diversity,FFT mean,FFT median,FFT stddev,FFT min,FFT max,FFT histogram bin 1,FFT histogram bin 2,FFT histogram bin 3,FFT histogram bin 4,FFT histogram bin 5,Word length mean,Words of length 1,Words of length 2,Words of length 3,Words of length 4,Words of length 5,Words of length 6,Words of length 7,Words of length 8,Words of length 9,Words of length 10,Words of length 11,Words of length 12,Words of length 13,Words of length 14,Words of length 15,Words of length 16,Word homogeneity mean,Word homogeneity StdDev,Word homogeneity maximum,Word homoganity hist bin 0,Word homoganity hist bin 1,Word homoganity hist bin 2,Word homoganity hist bin 3,Word homoganity hist bin 4,Word homoganity hist bin 5,Word homoganity hist bin 6,Word homoganity hist bin 7,Punctuation characters ratio,Frequency of ".",Frequency of ",",Frequency of "-",Frequency of "'",Frequency of "+",Frequency of "\",Frequency of "/",Frequency of "!",Frequency of "?",Frequency of "(",Frequency of "=",Frequency of "*",Frequency of "&",Frequency of "{",Frequency of "[",Frequency of ";",Frequency of ":",Use of upper case,Upper case word mean,Quotations number,Quotation length mean,Quotation length stddev,Quotation part of the text,Emoticon :) / :-),Emoticon ;) / ;-),Emoticon :( / :-(,Sentence length mean,Sentence length stddev,Sentence length character mean,Sentence length hist bin 0,Sentence length hist bin 1,Sentence length hist bin 2,Sentence length hist bin 3,Sentence length hist bin 4,Sentence length hist bin 5,Sentence length hist bin 6,Sentence length hist bin 7,Automated readability index,Coleman–Liau index,Emotion circumplex,Emotion circumplex mean,Emotion circumplex stddev,Emotion circumplex hist bin 0,Emotion circumplex hist bin 1,Emotion circumplex hist bin 2,Emotion circumplex hist bin 3,Emotion circumplex hist bin 4,Emotion circumplex hist bin 5,Emotion circumplex hist bin 6,Emotion circumplex hist bin 7,Word repetition span 3,Word repetition span 7,Word repetition span 11,Word repetition span 17,Use of numbers,Number diversity,Mean of numbers,positive words frequency,positive words mean,positive words stddev,positive words min,positive words max,positive words dif,positive words hist bin 0,positive words hist bin 1,positive words hist bin 2,positive words hist bin 3,positive words hist bin 4,positive words hist bin 5,positive words hist bin 6,positive words hist bin 7,negative words frequency,negative words mean,negative words stddev,negative words min,negative words max,negative words dif,negative words hist bin 0,negative words hist bin 1,negative words hist bin 2,negative words hist bin 3,negative words hist bin 4,negative words hist bin 5,negative words hist bin 6,negative words hist bin 7,hapiness words frequency,hapiness words mean,hapiness words stddev,hapiness words min,hapiness words max,hapiness words dif,hapiness words hist bin 0,hapiness words hist bin 1,hapiness words hist bin 2,hapiness words hist bin 3,hapiness words hist bin 4,hapiness words hist bin 5,hapiness words hist bin 6,hapiness words hist bin 7,happy words frequency,adjectives frequency,adverbs frequency,prepositions frequency,pronouns frequency,verbs frequency,verbs that are nouns frequency,sport frequency,math frequency,science frequency,science fields frequency,US states frequency,shapes frequency,school frequency,lanuages frequency,elections frequency,food frequency,money frequency,driving frequency,military frequency,law frequency,countries frequency,emotions frequency,dance frequency,boats frequency,energy frequency,familiy frequency,musical instruments frequency,music frequency,land forms frequency,art frequency,astronomy frequency,colors frequency,animals frequency,dogs frequency,cats frequency,fish frequency,birds frequency,reptiles frequency,insects frequency,cars frequency,car parts frequency,beach frequency,fall frequency,spring frequency,summer frequency,winter frequency,weather frequency,vacation frequency,medical frequency,body frequency,farm frequency,trees frequency,transportation frequency,time frequency,clothing frequency,shoes frequency,hats frequency,buildings frequency,public buildings frequency,birthday frequency,monsters frequency,office frequency,tools frequency,camping frequency,fair frequency,castles and kings and queens frequency,circus frequency,computer frequency,cooking frequency,kitchen frequency,fruits frequency,geography frequency,furnitures frequency,occupation frequency,leaders frequency,house frequency,restaurants frequency,roads frequency,rocks and minerals frequency,weapons frequency,measurements frequency,containers frequency,acquaintances frequency,yard frequency,flowers frequency,acronyms frequency,self frequency,female frequency,male frequency,Soundex diversity,Soundex homogeneity mean,Soundex homogeneity StdDev,Soundex homogeneity maximum,Soundex homoganity hist bin 0,Soundex homoganity hist bin 1,Soundex homoganity hist bin 2,Soundex homoganity hist bin 3,Soundex homoganity hist bin 4,POS diversity,Lemma diversity,CC frequency,CD frequency,DT frequency,EX frequency,FW frequency,IN frequency,JJ frequency,JJR frequency,JJS frequency,LS frequency,MD frequency,NN frequency,NNS frequency,NNP frequency,NNPS frequency,PDT frequency,POS frequency,PRP frequency,PRP$ frequency,RB frequency,RBR frequency,RBS frequency,RP frequency,SYM frequency,TO frequency,UH frequency,VB frequency,VBD frequency,VBG frequency,VBN frequency,VBP frequency,VBZ frequency,WDT frequency,WP frequency,WP$ frequency,WRB frequency,POS FFT mean,POS FFT median,POS FFT stddev,POS FFT min,POS FFT max,POS FFT histogram bin 1,POS FFT histogram bin 2,POS FFT histogram bin 3,POS FFT histogram bin 4,POS FFT histogram bin 5,Sentiment mean,Sentiment stddev,Sentiment skewness,Sentiment very negative,Sentiment negative,Sentiment neutral,Sentiment positive,Sentiment very positive,Sentiment maximum differece,Sentiment mean difference
./Rock/Lou Reed/Berlin-1973/Berlin.txt,Berlin-1973,178,3.42697e-01,7.13669e+01,0,8.80095e+01,0,3.38237e+02,9.94382e-01,0,0,0,5.61800e-03,3.33019e+00,1.41509e-01,1.27358e-01,3.34906e-01,1.98113e-01,1.46226e-01,1.41510e-02,9.43400e-03,1.88680e-02,0,0,9.43400e-03,0,0,0,0,0,1.05882e-01,8.95970e-02,3.52941e-01,1.20000e-01,4.00000e-01,3.20000e-01,0,4.00000e-02,4.00000e-02,0,8.00000e-02,1.85393e-01,0,7.86520e-02,5.61800e-03,1.01124e-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20910e-02,0,0,0,0,0,0,0,0,5.97059e+00,2.71689e+00,2.84118e+01,3.52941e-01,1.47059e-01,1.76471e-01,8.82350e-02,1.17647e-01,0,0,1.17647e-01,-2.75952e+00,-1.17613e+00,-1,0,0,0,0,0,0,0,0,0,0,1.34831e-01,3.08989e-01,4.04494e-01,5.05618e-01,7.07550e-02,4.91800e-02,0,1.23596e-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06742e-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80900e-02,1.40449e-01,5.05620e-02,3.37080e-02,2.47191e-01,2.24720e-02,2.24720e-02,1.12360e-02,1.06742e-01,0,0,0,2.24720e-02,0,0,0,7.86520e-02,0,2.24720e-02,4.49440e-02,0,1.68540e-02,0,0,0,0,2.24720e-02,1.12360e-02,0,0,0,3.93260e-02,0,2.80900e-02,0,0,0,0,0,0,0,1.12360e-02,0,0,1.12360e-02,0,0,1.12360e-02,0,0,5.61800e-03,5.61800e-03,0,1.12360e-02,5.05620e-02,1.12360e-02,0,0,0,0,2.24720e-02,0,5.61800e-03,0,1.68540e-02,5.61800e-03,0,5.61800e-03,0,0,5.61800e-03,0,0,0,0,5.61800e-03,0,1.68540e-02,0,0,0,5.61800e-03,0,1.12360e-02,0,7.30340e-02,5.61800e-02,5.61800e-02,0,5.61800e-03,2.54717e-01,1.00529e-01,7.25470e-02,2.85714e-01,4.07407e-01,4.44444e-01,0,3.70370e-02,1.11111e-01,9.22330e-02,2.75362e-01,2.91260e-02,7.28160e-02,2.91260e-02,0,0,5.33980e-02,1.40777e-01,0,0,0,9.70900e-03,1.60194e-01,1.45630e-02,4.85400e-03,0,0,0,1.60194e-01,0,5.82520e-02,0,0,0,0,1.94170e-02,1.94170e-02,3.88350e-02,4.36890e-02,1.94170e-02,1.94170e-02,1.01942e-01,4.85400e-03,0,0,0,0,2.71242e+01,3.77263e+00,3.60199e+01,0,1.98982e+02,9.95146e-01,0,0,0,4.85400e-03,1,0,0,0,1,0,0,0,0,0
./Rock/Lou Reed/Berlin-1973/Caroline Says II.txt,Berlin-1973,165,4.90909e-01,7.65869e+01,0,1.03190e+02,0,3.21174e+02,9.93939e-01,0,0,0,6.06100e-03,3.31443e+00,1.23711e-01,1.90722e-01,2.88660e-01,2.16495e-01,8.24740e-02,4.63920e-02,2.57730e-02,2.57730e-02,0,0,0,0,0,0,0,0,1.11413e-01,6.10050e-02,1.87500e-01,8.69570e-02,0,3.47826e-01,0,0,2.60870e-01,0,3.04348e-01,5.45450e-02,0,1.21210e-02,0,4.24240e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87360e-02,0,4,7,0,1.60920e-02,0,0,0,5.90323e+00,1.90678e+00,2.80645e+01,1.29032e-01,0,3.22580e-02,1.93548e-01,1.93548e-01,2.90323e-01,9.67740e-02,6.45160e-02,-2.86741e+00,-1.32534e+00,-1,0,0,0,0,0,0,0,0,0,0,1.81820e-02,1.45455e-01,1.87879e-01,2.36364e-01,0,0,0,3.63640e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81820e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,4.84850e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,4.84850e-02,6.06060e-02,9.09090e-02,1.45455e-01,2.78788e-01,4.84850e-02,4.24240e-02,5.45450e-02,0,0,0,1.21210e-02,0,1.21210e-02,0,0,0,0,1.21210e-02,0,0,1.81820e-02,6.06100e-03,0,3.03030e-02,0,6.06100e-03,3.03030e-02,3.63640e-02,3.03030e-02,3.03030e-02,3.03030e-02,0,0,0,0,0,0,0,0,0,6.06100e-03,3.63640e-02,1.81820e-02,6.06100e-03,0,5.45450e-02,3.03030e-02,0,3.03030e-02,0,0,0,6.06100e-03,0,1.81820e-02,0,0,3.03030e-02,0,1.21210e-02,0,1.81820e-02,3.03030e-02,0,0,0,0,6.06100e-03,4.24240e-02,3.63640e-02,0,0,1.21210e-02,0,6.06100e-03,6.06100e-03,4.24240e-02,0,0,0,3.03030e-02,6.06100e-03,0,0,0,2.42420e-02,1.21210e-02,1.15152e-01,0,3.50515e-01,1.22807e-01,6.36020e-02,3.15789e-01,2.85714e-01,2.85714e-01,3.33333e-01,4.76190e-02,4.76190e-02,1.16022e-01,4.03315e-01,3.31490e-02,0,6.07730e-02,0,0,9.94480e-02,3.86740e-02,1.65750e-02,0,0,1.10500e-02,1.04972e-01,1.65750e-02,4.97240e-02,0,0,0,2.15470e-01,0,5.52490e-02,0,0,1.10500e-02,0,2.76240e-02,0,5.52490e-02,1.10500e-02,5.52500e-03,5.52500e-03,2.20990e-02,1.21547e-01,0,2.20990e-02,0,1.65750e-02,3.05587e+01,0,3.96519e+01,0,2.07514e+02,9.94475e-01,0,0,0,5.52500e-03,1,0,0,0,1,0,0,0,0,0
./Lou Reed/Berlin-1973/Caroline Says I.txt,Berlin-1973,192,4.27083e-01,9.22949e+01,0,1.18457e+02,0,3.79640e+02,9.94792e-01,0,0,0,5.20800e-03,3.36744e+00,2.27907e-01,1.53488e-01,1.81395e-01,1.76744e-01,1.30233e-01,4.65120e-02,1.86050e-02,6.51160e-02,0,0,0,0,0,0,0,0,1.52047e-01,1.25152e-01,5.26316e-01,6.11111e-01,1.66667e-01,1.11111e-01,0,0,0,5.55560e-02,5.55560e-02,3.17708e-01,3.12500e-02,1.14583e-01,3.12500e-02,5.72920e-02,0,0,0,0,0,8.33330e-02,0,0,0,0,0,0,0,4.76660e-02,0,0,0,0,0,0,0,0,5.77143e+00,2.80902e+00,2.87714e+01,2.85714e-01,0,0,8.57140e-02,2.00000e-01,1.14286e-01,1.42857e-01,1.71429e-01,-2.68364e+00,-1.12816e+00,-1,0,0,0,0,0,0,0,0,0,0,1.66667e-01,3.59375e-01,4.79167e-01,5.46875e-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.20800e-03,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12500e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04170e-02,3.12500e-02,4.16670e-02,6.77080e-02,1.51042e-01,4.16670e-02,4.16670e-02,5.72920e-02,0,0,0,0,0,0,5.20800e-03,0,0,0,5.20800e-03,1.56250e-02,0,1.04170e-02,1.56250e-02,0,2.08330e-02,0,5.20800e-03,2.60420e-02,2.08330e-02,2.08330e-02,3.12500e-02,2.08330e-02,0,6.25000e-02,5.20800e-03,0,5.72920e-02,0,0,5.72920e-02,0,5.20800e-03,2.08330e-02,0,5.20800e-03,0,2.08330e-02,2.08330e-02,5.20800e-03,3.64580e-02,0,0,0,5.20800e-03,5.20800e-03,2.08330e-02,0,0,2.08330e-02,0,1.04170e-02,0,0,2.08330e-02,0,0,5.72920e-02,0,0,3.12500e-02,3.12500e-02,0,0,0,0,5.72920e-02,0,4.68750e-02,0,0,0,2.08330e-02,1.04170e-02,2.08330e-02,0,5.72920e-02,1.56250e-02,6.77080e-02,1.30208e-01,1.04170e-02,3.06977e-01,1.56085e-01,1.08595e-01,4.28571e-01,4.44444e-01,3.88889e-01,5.55560e-02,0,1.11111e-01,9.66180e-02,3.47826e-01,2.89860e-02,0,5.79710e-02,0,0,5.31400e-02,4.34780e-02,0,0,0,3.38160e-02,1.20773e-01,2.41550e-02,7.72950e-02,0,0,0,1.54589e-01,0,7.72950e-02,0,0,0,0,9.66200e-03,2.89860e-02,5.79710e-02,1.44930e-02,0,0,1.44930e-02,1.15942e-01,4.83100e-03,4.83100e-03,0,0,3.34147e+01,8.29465e+00,4.63904e+01,0,2.29865e+02,9.95169e-01,0,0,0,4.83100e-03,1,0,0,0,1,0,0,0,0,0
./Rock/Lou Reed/Berlin-1973/How Do You Think It Feels.txt,Berlin-1973,123,4.39024e-01,4.21367e+01,0,5.81269e+01,0,2.19228e+02,9.59350e-01,3.25200e-02,0,0,8.13000e-03,3.39860e+00,7.69230e-02,2.44755e-01,2.23776e-01,2.23776e-01,1.53846e-01,5.59440e-02,6.99300e-03,1.39860e-02,0,0,0,0,0,0,0,0,1.54762e-01,9.37380e-02,2.50000e-01,1.42857e-01,0,2.85714e-01,0,0,1.42857e-01,0,4.28571e-01,8.94310e-02,0,5.69110e-02,0,3.25200e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97870e-02,0,0,0,0,0,0,0,0,6.80000e+00,1.63095e+00,3.28500e+01,5.00000e-02,0,5.50000e-01,2.00000e-01,5.00000e-02,1.00000e-01,0,5.00000e-02,-2.02259e+00,-1.69165e-01,104,0,0,0,0,0,0,0,0,0,0,3.25200e-02,2.35772e-01,3.41463e-01,5.20325e-01,6.99300e-03,1.85190e-02,0,8.13000e-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50410e-02,1.78862e-01,7.31710e-02,2.11382e-01,3.25200e-02,4.06500e-02,0,8.13000e-03,0,0,0,0,8.13010e-02,0,0,0,1.62600e-02,8.94310e-02,0,8.13000e-03,0,3.25200e-02,0,0,0,8.13000e-03,0,0,0,0,0,0,8.13000e-03,8.13000e-03,0,0,0,0,0,0,0,0,0,0,0,8.13000e-03,0,0,0,0,0,0,0,8.13000e-03,0,0,0,8.13000e-03,0,0,0,1.62600e-02,0,8.13000e-03,0,0,0,0,8.13000e-03,8.13000e-03,0,0,8.13000e-03,0,0,0,3.25200e-02,0,0,8.13000e-03,0,8.13000e-03,0,0,0,0,1.62600e-02,0,0,3.63636e-01,1.68367e-01,6.93950e-02,2.85714e-01,2.14286e-01,3.57143e-01,0,2.85714e-01,1.42857e-01,1.39706e-01,3.60294e-01,2.94120e-02,7.35300e-03,2.94120e-02,0,0,8.08820e-02,2.20590e-02,0,0,0,7.35300e-03,5.88240e-02,7.35300e-03,0,0,0,0,1.91176e-01,0,8.82350e-02,0,0,7.35300e-03,0,1.47060e-02,0,1.17647e-01,1.47060e-02,1.47060e-02,2.20590e-02,1.10294e-01,8.08820e-02,0,0,0,9.55880e-02,4.63006e+01,3.44599e+01,4.74198e+01,0,2.47680e+02,9.33824e-01,4.41180e-02,1.47060e-02,0,7.35300e-03,1,0,0,0,1,0,0,0,0,0
./Lou Reed/Berlin-1973/Lady Day.txt,Berlin-1973,152,3.68421e-01,5.74324e+01,0,7.05378e+01,0,2.94442e+02,9.93421e-01,0,0,0,6.57900e-03,2.97872e+00,1.06383e-01,3.03191e-01,2.92553e-01,2.07447e-01,3.19150e-02,2.65960e-02,1.59570e-02,1.59570e-02,0,0,0,0,0,0,0,0,1.79167e-01,8.40590e-02,4.00000e-01,6.25000e-02,6.25000e-02,2.50000e-01,0,5.00000e-01,6.25000e-02,0,6.25000e-02,2.17105e-01,1.97370e-02,1.97368e-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.87520e-02,0,0,0,0,0,0,0,0,5,1.56347e+00,2.26944e+01,3.05556e-01,5.55560e-02,1.38889e-01,0,3.88889e-01,8.33330e-02,0,2.77780e-02,-4.90021e+00,-4.20511e+00,-1,0,0,0,0,0,0,0,0,0,0,7.23680e-02,5.65789e-01,6.97368e-01,1.07895e+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63160e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63160e-02,1.97370e-02,3.28950e-02,1.05263e-01,9.86840e-02,6.57900e-03,0,1.97370e-02,0,0,0,0,0,0,0,0,0,1.31580e-02,1.31580e-02,6.57900e-03,0,5.92110e-02,6.57900e-03,0,0,0,6.57900e-03,0,6.57900e-03,0,0,0,0,0,0,0,0,0,0,0,0,6.57900e-03,0,0,0,0,1.31580e-02,0,1.31580e-02,0,0,0,0,0,1.31580e-02,0,0,0,0,6.57900e-03,6.57900e-03,0,1.31580e-02,0,0,6.57900e-03,0,6.57900e-03,0,0,0,0,0,0,0,0,6.57900e-03,4.60530e-02,0,0,0,0,0,1.31580e-02,0,0,6.57900e-03,6.57890e-02,5.92110e-02,0,2.81915e-01,1.59722e-01,7.57550e-02,3.88889e-01,4.37500e-01,4.37500e-01,0,6.25000e-02,6.25000e-02,9.44440e-02,2.88889e-01,7.77780e-02,0,1.83333e-01,0,0,6.11110e-02,5.55600e-03,0,0,0,0,7.77780e-02,1.66670e-02,1.11111e-01,0,0,0,1.22222e-01,0,6.66670e-02,0,0,5.55600e-03,0,2.77780e-02,5.55560e-02,3.33330e-02,1.33333e-01,5.55600e-03,5.55600e-03,0,0,0,0,0,1.11110e-02,2.34680e+01,5.23469e+00,3.36544e+01,0,1.84243e+02,9.94444e-01,0,0,0,5.55600e-03,1,0,0,0,1,0,0,0,0,0
./Rock/Lou Reed/Berlin-1973/Men Of Good Fortune.txt,Berlin-1973,194,4.07216e-01,9.20610e+01,0,1.12535e+02,0,3.86743e+02,9.79381e-01,1.54640e-02,0,0,5.15500e-03,3.69130e+00,9.13040e-02,1.95652e-01,2.30435e-01,2.39130e-01,1.26087e-01,2.17390e-02,4.34780e-02,1.30430e-02,0,3.91300e-02,0,0,0,0,0,0,1.13060e-01,8.79570e-02,3.68421e-01,1.11111e-01,1.85185e-01,5.18519e-01,3.70370e-02,7.40740e-02,0,0,7.40740e-02,7.73200e-02,1.54640e-02,2.57730e-02,0,3.60820e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04810e-02,0,0,0,0,0,0,0,0,6.08333e+00,2.17786e+00,3.11944e+01,3.61111e-01,1.66667e-01,8.33330e-02,1.38889e-01,2.77780e-02,1.66667e-01,0,5.55560e-02,-1.00229e+00,1.03912e+00,-1,0,0,0,0,0,0,0,0,0,0,8.76290e-02,1.80412e-01,3.09278e-01,3.65979e-01,0,0,0,4.63920e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63920e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15460e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39175e-01,8.24740e-02,1.75258e-01,1.18557e-01,7.21650e-02,6.70100e-02,3.09280e-02,0,0,0,0,5.15500e-03,0,0,0,5.15500e-03,6.70100e-02,2.57730e-02,3.09280e-02,0,2.06190e-02,5.15500e-03,0,0,0,1.03090e-02,0,0,0,0,0,0,5.15500e-03,5.15500e-03,0,5.15500e-03,5.15500e-03,0,0,0,0,0,5.15500e-03,0,0,0,3.60820e-02,0,1.54640e-02,1.03090e-02,0,5.15500e-03,0,0,3.09280e-02,0,0,0,0,1.03090e-02,0,1.54640e-02,0,0,0,5.15500e-03,0,0,2.06190e-02,2.06190e-02,0,5.15500e-03,0,0,1.54640e-02,5.15500e-03,5.15460e-02,1.03090e-02,0,0,0,2.06190e-02,8.76290e-02,5.15500e-03,0,0,2.06190e-02,0,9.27840e-02,2.95652e-01,1.08696e-01,6.27550e-02,2.60870e-01,1.66667e-01,5.41667e-01,1.66667e-01,0,1.25000e-01,8.63640e-02,3.31818e-01,2.72730e-02,0,6.36360e-02,0,0,1.36364e-01,9.54550e-02,0,4.54500e-03,0,3.18180e-02,1.40909e-01,9.09090e-02,4.54500e-03,0,4.54500e-03,0,8.18180e-02,0,8.63640e-02,0,0,0,0,4.54550e-02,0,1.00000e-01,4.54500e-03,0,0,5.45450e-02,1.81820e-02,4.54500e-03,4.54500e-03,0,0,2.60854e+01,1.80929e+00,3.39300e+01,0,1.64986e+02,9.95455e-01,0,0,0,4.54500e-03,2,0,0,0,0,1,0,0,0,0
./Rock/Lou Reed/Berlin-1973/Sad Song.txt,Berlin-1973,103,5.14563e-01,4.63837e+01,0,5.97873e+01,0,2.20545e+02,9.90291e-01,0,0,0,9.70900e-03,3.55285e+00,1.13821e-01,1.13821e-01,2.35772e-01,3.33333e-01,1.13821e-01,4.06500e-02,3.25200e-02,1.62600e-02,0,0,0,0,0,0,0,0,2.71429e-01,1.97949e-01,7.00000e-01,0,0,0,0,0,0,0,0,1.65049e-01,2.91260e-02,1.06796e-01,0,2.91260e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86550e-02,0,0,0,0,0,0,0,0,5.75000e+00,1.84052e+00,2.97500e+01,4.00000e-01,1.50000e-01,0,1.00000e-01,1.50000e-01,0,5.00000e-02,1.50000e-01,-1.82110e+00,-5.70940e-02,2.07500e+02,0,0,0,0,0,0,0,0,0,0,3.20388e-01,5.24272e-01,5.43689e-01,3.00971e-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74757e-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23301e-01,6.79610e-02,7.76700e-02,1.35922e-01,2.91260e-02,3.88350e-02,0,0,0,0,0,0,0,0,0,0,0,1.94170e-02,2.91260e-02,0,0,1.65049e-01,0,0,0,0,0,0,0,0,0,0,1.94170e-02,0,0,1.94170e-02,0,0,1.94170e-02,0,0,0,0,0,0,9.70900e-03,0,0,1.94170e-02,0,0,0,0,0,0,1.94170e-02,0,9.70900e-03,0,0,0,0,0,0,9.70900e-03,2.91260e-02,9.70900e-03,0,1.94170e-02,1.94170e-02,0,0,0,0,1.94170e-02,9.70900e-03,1.94170e-02,0,0,0,0,1.94170e-02,1.94170e-02,0,1.94170e-02,1.94170e-02,6.79610e-02,6.79610e-02,0,3.82114e-01,2.50000e-01,1.60604e-01,5.00000e-01,7.14286e-01,0,0,0,2.85714e-01,1.62393e-01,4.10256e-01,8.54700e-03,0,1.70940e-02,0,0,5.12820e-02,1.70940e-01,0,0,0,3.41880e-02,2.05128e-01,3.41880e-02,4.27350e-02,8.54700e-03,0,0,1.28205e-01,0,5.98290e-02,0,0,0,0,3.41880e-02,0,5.98290e-02,3.41880e-02,4.27350e-02,1.70940e-02,1.70940e-02,1.70940e-02,0,0,0,1.70940e-02,2.12729e+01,0,2.64516e+01,0,9.08522e+01,9.91453e-01,0,0,0,8.54700e-03,0,0,0,1,0,0,0,0,0,0
./Rock/Lou Reed/Berlin-1973/The Bed.txt,Berlin-1973,228,3.24561e-01,7.79857e+01,0,1.00863e+02,0,4.04027e+02,9.91228e-01,4.38600e-03,0,0,4.38600e-03,3.39453e+00,1.05469e-01,2.26562e-01,2.61719e-01,1.87500e-01,1.21094e-01,1.95310e-02,5.46880e-02,1.56250e-02,7.81200e-03,0,0,0,0,0,0,0,1.00379e-01,1.04132e-01,5.45455e-01,3.75000e-01,4.16667e-01,1.25000e-01,4.16670e-02,0,0,0,4.16670e-02,2.01754e-01,0,1.88596e-01,0,1.31580e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34110e-02,0,0,0,0,0,0,0,0,8.85714e+00,2.26328e+00,4.27143e+01,1.07143e-01,7.14290e-02,1.42857e-01,3.57140e-02,2.85714e-01,1.07143e-01,3.57140e-02,2.14286e-01,-1.01319e+00,8.17908e-01,-1,0,0,0,0,0,0,0,0,0,0,3.46491e-01,4.56140e-01,7.80702e-01,1.03509e+00,0,0,0,4.38600e-03,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38600e-03,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31580e-02,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31580e-02,1.05263e-01,4.82460e-02,5.26320e-02,1.88596e-01,3.94740e-02,5.26320e-02,0,8.77200e-03,0,0,0,0,0,0,0,0,0,0,2.19300e-02,0,5.70180e-02,4.38600e-03,0,0,0,1.31580e-02,0,0,0,0,0,0,8.77200e-03,0,0,0,0,0,0,0,0,0,0,0,0,0,8.77200e-03,1.31580e-02,1.31580e-02,0,0,0,0,4.38600e-03,0,0,0,0,8.77200e-03,8.77200e-03,0,0,0,0,0,0,0,8.77200e-03,1.31580e-02,0,0,0,3.07020e-02,0,0,1.31580e-02,3.94740e-02,3.07020e-02,0,0,0,0,8.77200e-03,0,0,8.77200e-03,5.70180e-02,6.14040e-02,0,2.53906e-01,9.76000e-02,8.62220e-02,4.80000e-01,8.80000e-01,8.00000e-02,0,0,4.00000e-02,7.66130e-02,2.70161e-01,7.66130e-02,0,1.25000e-01,0,0,5.24190e-02,3.22580e-02,0,0,0,1.20970e-02,1.45161e-01,3.22580e-02,0,0,0,0,1.20968e-01,0,1.61290e-02,0,0,0,0,1.20970e-02,1.45161e-01,1.20970e-02,8.46770e-02,0,2.41940e-02,8.06500e-03,3.22580e-02,1.20970e-02,2.41940e-02,0,3.22580e-02,3.20666e+01,2.43057e+00,4.81006e+01,0,3.90015e+02,9.91935e-01,4.03200e-03,0,0,4.03200e-03,1,0,0,0,1,0,0,0,0,0
