Path,Class,Total number of words,Word diversity,FFT mean,FFT median,FFT stddev,FFT min,FFT max,FFT histogram bin 1,FFT histogram bin 2,FFT histogram bin 5,Word length mean,Words of length 1,Words of length 2,Words of length 3,Words of length 4,Words of length 5,Words of length 6,Words of length 7,Words of length 8,Words of length 9,Words of length 10,Words of length 11,Words of length 12,Words of length 13,Word homogeneity mean,Word homogeneity StdDev,Word homogeneity maximum,Word homogeneity hist bin 0,Word homogeneity hist bin 1,Word homogeneity hist bin 2,Word homogeneity hist bin 3,Word homogeneity hist bin 4,Word homogeneity hist bin 5,Word homogeneity hist bin 6,Word homogeneity hist bin 7,Punctuation characters ratio,Frequency of .,"Frequency of ,",Frequency of -,Frequency of ‘,Frequency of !,Frequency of ?,Use of upper case,Quotations number,Quotation length mean,Quotation length stddev,Quotation part of the text,Sentence length mean,Sentence length stddev,Sentence length character mean,Sentence length hist bin 0,Sentence length hist bin 1,Sentence length hist bin 2,Sentence length hist bin 3,Sentence length hist bin 4,Sentence length hist bin 5,Sentence length hist bin 6,Sentence length hist bin 7,Automated readability index,Coleman–Liau index,Emotion circumplex,Word repetition span 3,Word repetition span 7,Word repetition span 11,Word repetition span 17,Use of numbers,Number diversity,positive words frequency,negative words frequency,happiness words frequency,happy words frequency,adjectives frequency,adverbs frequency,prepositions frequency,pronouns frequency,verbs frequency,verbs that are nouns frequency,sport frequency,math frequency,science frequency,US states frequency,shapes frequency,school frequency,languages frequency,elections frequency,food frequency,money frequency,driving frequency,military frequency,law frequency,countries frequency,emotions frequency,dance frequency,boats frequency,energy frequency,family frequency,musical instruments frequency,music frequency,land forms frequency,art frequency,astronomy frequency,colors frequency,animals frequency,dogs frequency,cats frequency,fish frequency,birds frequency,reptiles frequency,insects frequency,cars frequency,car parts frequency,beach frequency,fall frequency,spring frequency,summer frequency,winter frequency,weather frequency,vacation frequency,medical frequency,body frequency,farm frequency,trees frequency,transportation frequency,time frequency,clothing frequency,shoes frequency,hats frequency,buildings frequency,public buildings frequency,birthday frequency,monsters frequency,office frequency,tools frequency,camping frequency,fair frequency,castles and kings and queens frequency,circus frequency,computer frequency,cooking frequency,kitchen frequency,fruits frequency,geography frequency,furnitures frequency,occupation frequency,leaders frequency,house frequency,restaurants frequency,roads frequency,rocks and minerals frequency,weapons frequency,measurements frequency,containers frequency,acquaintances frequency,yard frequency,flowers frequency,acronyms frequency,self frequency,female frequency,male frequency,Soundex diversity,Soundex homogeneity mean,Soundex homogeneity StdDev,Soundex homogeneity maximum,Soundex homogeneity hist bin 0,Soundex homogeneity hist bin 1,Soundex homogeneity hist bin 2,Soundex homogeneity hist bin 3,Soundex homogeneity hist bin 4,POS diversity,Lemma diversity,CC frequency,CD frequency,DT frequency,EX frequency,FW frequency,IN frequency,JJ frequency,JJR frequency,JJS frequency,MD frequency,NN frequency,NNS frequency,NNP frequency,NNPS frequency,PDT frequency,POS frequency,PRP frequency,RB frequency,RBR frequency,RBS frequency,RP frequency,TO frequency,UH frequency,VB frequency,VBD frequency,VBG frequency,VBN frequency,VBP frequency,VBZ frequency,WDT frequency,WP frequency,WRB frequency,POS FFT mean,POS FFT median,POS FFT stddev,POS FFT min,POS FFT max,POS FFT histogram bin 1,POS FFT histogram bin 2,POS FFT histogram bin 3,POS FFT histogram bin 4,POS FFT histogram bin 5,Sentiment mean,Sentiment stddev,Sentiment skewness,Sentiment very negative,Sentiment negative,Sentiment neutral,Sentiment positive,Sentiment very positive,Sentiment maximum difference,Sentiment mean difference
Baby Come On Home.txt,Coda-1982,292,4.28082E-01,1.31175E+02,0,1.87029E+02,0,5.76481E+02,9.96575E-01,0,3.425E-03,3.22603E+00,1.84932E-01,1.74658E-01,1.40411E-01,3.11644E-01,1.30137E-01,4.1096E-02,1.3699E-02,0,3.425E-03,0,0,0,0,7.5351E-02,2.4896E-02,1.37931E-01,1.48148E-01,0,5.55556E-01,0,0,2.59259E-01,0,3.7037E-02,2.70548E-01,7.1918E-02,7.8767E-02,0,3.4247E-02,0,0,2.9839E-02,0,0,0,0,10,4.6445E+00,4.66786E+01,1.42857E-01,0,3.5714E-02,1.78571E-01,1.07143E-01,2.5E-01,1.42857E-01,1.42857E-01,-1.23541E+00,2.09041E-01,7.8E+00,6.8493E-02,1.26712E-01,1.91781E-01,3.35616E-01,3.425E-03,8E-03,3.4247E-02,6.849E-03,5.8219E-02,3.0822E-02,1.06164E-01,9.589E-02,1.23288E-01,1.13014E-01,9.589E-02,5.8219E-02,5.8219E-02,3.7671E-02,0,0,6.849E-03,0,0,0,1.0274E-02,6.849E-03,1.7123E-02,6.849E-03,0,1.3699E-02,6.849E-03,3.425E-03,3.425E-03,0,2.7397E-02,6.849E-03,6.849E-03,3.425E-03,6.849E-03,1.3699E-02,0,1.0274E-02,3.425E-03,0,0,0,0,0,0,6.849E-03,6.849E-03,0,6.849E-03,0,1.0274E-02,3.425E-03,1.0274E-02,3.425E-03,6.849E-03,3.425E-03,0,1.0274E-02,4.1096E-02,2.3973E-02,0,0,2.7397E-02,2.3973E-02,6.849E-03,6.849E-03,1.3699E-02,3.425E-03,3.425E-03,0,6.849E-03,3.425E-03,2.3973E-02,6.849E-03,6.849E-03,0,3.425E-03,3.425E-03,0,0,3.0822E-02,4.1096E-02,2.0548E-02,0,6.849E-03,3.425E-03,3.425E-03,2.7397E-02,6.849E-03,1.0274E-02,5.137E-02,1.0274E-01,2.7397E-02,0,3.25342E-01,8.3014E-02,3.5439E-02,1.37931E-01,2.22222E-01,3.33333E-01,0,2.59259E-01,1.85185E-01,9.0278E-02,4.09722E-01,1.7361E-02,3.472E-03,4.1667E-02,3.472E-03,0,6.9444E-02,5.9028E-02,0,0,6.944E-03,1.18056E-01,1.3889E-02,2.4306E-02,0,3.472E-03,0,1.45833E-01,1.00694E-01,0,0,1.3889E-02,4.8611E-02,1.0417E-02,6.25E-02,4.5139E-02,2.0833E-02,5.2083E-02,4.1667E-02,6.944E-03,0,3.472E-03,3.472E-03,4.49632E+01,9.00094E+00,5.51838E+01,1,2.71353E+02,9.96528E-01,0,0,0,3.472E-03,1,0,0,0,1,0,0,0,0,0
Bring It On Home (Rough Mix).txt,Coda-1982,135,3.55556E-01,5.27943E+01,0,6.46266E+01,0,2.55534E+02,9.85185E-01,7.407E-03,7.407E-03,3.31852E+00,1.62963E-01,1.92593E-01,1.48148E-01,2.37037E-01,1.85185E-01,6.6667E-02,7.407E-03,0,0,0,0,0,0,2.17949E-01,1.24959E-01,5.38462E-01,1.66667E-01,4.16667E-01,8.3333E-02,0,2.5E-01,0,0,8.3333E-02,3.03704E-01,4.4444E-02,1.85185E-01,0,7.4074E-02,0,0,1.9704E-02,0,0,0,0,1.04167E+01,3.9887E+00,5.075E+01,8.3333E-02,0,8.3333E-02,8.3333E-02,2.5E-01,1.66667E-01,1.66667E-01,1.66667E-01,-5.91444E-01,8.71289E-01,-1,1.40741E-01,4.22222E-01,6.07407E-01,7.55556E-01,0,0,7.407E-03,0,9.6296E-02,8.1481E-02,6.6667E-02,7.407E-03,9.6296E-02,2.07407E-01,2.2222E-02,2.2222E-02,1.55556E-01,1.4815E-02,0,0,0,0,0,0,1.4815E-02,7.407E-03,0,7.407E-03,0,7.407E-03,0,0,7.407E-03,7.407E-03,1.18519E-01,2.963E-02,7.407E-03,7.407E-03,7.407E-03,2.2222E-02,0,0,0,0,0,0,0,0,0,2.963E-02,2.963E-02,0,2.2222E-02,7.407E-03,7.407E-03,1.4815E-02,0,1.4815E-02,0,0,0,2.2222E-02,1.18519E-01,2.963E-02,0,7.407E-03,1.25926E-01,1.18519E-01,1.4815E-02,0,7.407E-03,7.407E-03,1.4815E-02,0,1.4815E-02,0,1.18519E-01,7.407E-03,7.407E-03,0,0,0,0,7.407E-03,1.18519E-01,0,0,0,2.963E-02,7.407E-03,0,2.963E-02,0,1.4815E-02,1.4815E-02,4.4444E-02,7.407E-03,0,3.11111E-01,2.18935E-01,1.20105E-01,5.38462E-01,5.38462E-01,1.53846E-01,2.30769E-01,0,7.6923E-02,1.30081E-01,3.73984E-01,8.13E-03,0,4.065E-02,0,0,1.13821E-01,1.626E-02,0,0,0,3.08943E-01,8.13E-03,1.626E-02,0,0,8.13E-03,2.11382E-01,3.252E-02,0,0,0,2.439E-02,0,1.30081E-01,2.439E-02,1.626E-02,0,3.252E-02,0,8.13E-03,0,0,1.82091E+01,9.32201E-01,2.21571E+01,0,9.73956E+01,9.5122E-01,0,0,0,4.878E-02,2.66667E+00,9.42809E-01,-4.86136E-01,0,1.66667E-01,1.66667E-01,5E-01,1.66667E-01,0,0
Darlene.txt,Coda-1982,289,3.63322E-01,1.34305E+02,0,1.81389E+02,0,5.76245E+02,9.9308E-01,3.46E-03,3.46E-03,3.13841E+00,2.56055E-01,1.7301E-01,1.38408E-01,2.07612E-01,1.21107E-01,4.1522E-02,6.2284E-02,0,0,0,0,0,0,1.02857E-01,4.7724E-02,2.14286E-01,1.6E-01,2.8E-01,0,2.4E-01,2E-01,0,8E-02,4E-02,1.79931E-01,1.0381E-02,6.9204E-02,1.0381E-02,4.8443E-02,2.4221E-02,6.92E-03,4.7078E-02,0,0,0,0,7.43243E+00,2.86206E+00,3.32973E+01,5.4054E-02,1.35135E-01,2.7027E-02,2.16216E-01,4.32432E-01,0,8.1081E-02,5.4054E-02,-2.93188E+00,-1.32871E+00,-1,1.07266E-01,2.24913E-01,4.63668E-01,7.05882E-01,0,0,1.0381E-02,3.46E-03,4.1522E-02,1.7301E-02,8.6505E-02,3.1142E-02,3.8062E-02,1.45329E-01,5.1903E-02,5.8824E-02,2.4221E-02,3.46E-03,0,0,3.46E-03,3.46E-03,0,0,6.92E-03,6.92E-03,3.1142E-02,2.7682E-02,0,1.3841E-02,6.92E-03,3.46E-03,3.46E-03,0,1.3841E-02,3.4602E-02,1.0381E-02,3.46E-03,3.46E-03,6.92E-03,0,3.46E-03,3.46E-03,0,0,0,0,0,3.46E-03,4.4983E-02,1.0381E-02,0,3.1142E-02,0,6.92E-03,6.92E-03,1.3841E-02,1.7301E-02,1.0381E-02,0,0,3.4602E-02,1.7301E-02,1.3841E-02,3.46E-03,0,3.46E-03,6.92E-03,2.0761E-02,3.46E-03,1.0381E-02,6.92E-03,3.46E-03,1.0381E-02,0,0,3.46E-03,3.46E-03,3.46E-03,0,6.92E-03,6.92E-03,3.46E-03,6.92E-03,6.92E-03,3.46E-03,2.0761E-02,0,3.46E-03,3.46E-03,0,5.1903E-02,6.92E-03,1.0381E-02,2.7682E-02,1.21107E-01,6.92E-03,0,2.90657E-01,1.12637E-01,5.2125E-02,2.5E-01,4.61538E-01,1.92308E-01,1.53846E-01,1.15385E-01,7.6923E-02,9.6525E-02,3.71648E-01,1.1583E-02,3.861E-03,5.0193E-02,0,0,4.2471E-02,4.6332E-02,0,0,3.861E-03,1.38996E-01,1.1583E-02,7.3359E-02,0,3.861E-03,0,2.16216E-01,3.4749E-02,0,0,0,3.4749E-02,3.4749E-02,7.722E-02,2.3166E-02,3.4749E-02,1.5444E-02,9.6525E-02,1.5444E-02,3.861E-03,7.722E-03,1.1583E-02,3.51516E+01,0,4.45289E+01,0,2.10359E+02,9.96139E-01,0,0,0,3.861E-03,1.375E+00,9.92157E-01,-3.5997E-02,2.5E-01,2.5E-01,3.75E-01,1.25E-01,0,0,0
Hey Hey What Can I Do.txt,Coda-1982,444,2.83784E-01,2.23981E+02,0,2.85836E+02,0,8.83831E+02,9.97748E-01,0,2.252E-03,2.98448E+00,2.68293E-01,1.26386E-01,2.4612E-01,1.97339E-01,8.8692E-02,3.7694E-02,2.439E-02,6.652E-03,2.217E-03,2.217E-03,0,0,0,6.4394E-02,3.397E-02,1.59091E-01,1.66667E-01,3.33333E-01,2.38095E-01,0,1.42857E-01,2.381E-02,7.1429E-02,2.381E-02,1.62162E-01,0,8.3333E-02,4.505E-03,5.4054E-02,2.252E-03,4.505E-03,3.3387E-02,0,0,0,0,9.04167E+00,2.23568E+00,3.86875E+01,8.3333E-02,2.29167E-01,1.875E-01,1.04167E-01,1.66667E-01,8.3333E-02,6.25E-02,8.3333E-02,-2.85227E+00,-1.525E+00,-1,7.8829E-02,1.46396E-01,2.90541E-01,5.27027E-01,8.869E-03,7.937E-03,1.1261E-02,0,2.2523E-02,1.8018E-02,7.4324E-02,3.6036E-02,5.6306E-02,1.19369E-01,5.1802E-02,6.0811E-02,5.1802E-02,1.3514E-02,0,0,2.252E-03,0,0,2.252E-03,0,2.252E-03,1.5766E-02,6.757E-03,9.009E-03,3.8288E-02,1.3514E-02,9.009E-03,9.009E-03,2.252E-03,9.009E-03,9.009E-03,2.2523E-02,9.009E-03,1.1261E-02,1.8018E-02,0,0,0,0,0,0,0,0,0,4.505E-03,1.3514E-02,0,0,6.757E-03,1.1261E-02,2.7027E-02,1.8018E-02,9.009E-03,9.009E-03,0,0,2.252E-03,3.6036E-02,3.8288E-02,0,2.252E-03,1.1261E-02,2.252E-03,1.1261E-02,1.1261E-02,9.009E-03,9.009E-03,9.009E-03,2.252E-03,2.027E-02,2.252E-03,2.252E-03,1.8018E-02,1.8018E-02,0,9.009E-03,9.009E-03,2.252E-03,6.757E-03,0,5.1802E-02,6.757E-03,0,6.757E-03,9.009E-03,9.009E-03,4.5045E-02,0,2.252E-03,2.027E-02,9.009E-02,8.1081E-02,2.252E-03,2.10643E-01,7.6094E-02,4.1314E-02,2E-01,4.24242E-01,3.33333E-01,9.0909E-02,1.21212E-01,3.0303E-02,6.6015E-02,2.85366E-01,1.467E-02,1.7115E-02,1.24694E-01,2.445E-03,0,4.6455E-02,5.379E-02,0,0,3.423E-02,1.54034E-01,1.467E-02,1.467E-02,0,7.335E-03,4.89E-03,1.49144E-01,5.6235E-02,0,0,9.78E-03,3.1785E-02,1.7115E-02,8.802E-02,5.379E-02,9.78E-03,2.445E-03,3.423E-02,1.7115E-02,0,1.7115E-02,9.78E-03,5.29567E+01,1,6.84517E+01,1,3.19729E+02,9.97555E-01,0,0,0,2.445E-03,1.75E+00,8.29156E-01,4.93382E-01,0,5E-01,2.5E-01,2.5E-01,0,0,0
I Can't Quit You Baby.txt,Coda-1982,124,3.70968E-01,4.70381E+01,0,6.26924E+01,0,2.3156E+02,9.83871E-01,8.065E-03,8.065E-03,2.912E+00,2.96E-01,1.2E-01,2.08E-01,1.84E-01,1.6E-01,1.6E-02,8E-03,8E-03,0,0,0,0,0,1.22807E-01,5.6509E-02,2.5E-01,6.31579E-01,0,0,2.63158E-01,0,0,0,1.05263E-01,1.45161E-01,7.2581E-02,0,0,6.4516E-02,0,8.065E-03,3.8E-02,0,0,0,0,7.93333E+00,2.83941E+00,3.33333E+01,6.6667E-02,2E-01,2.66667E-01,6.6667E-02,1.33333E-01,2E-01,0,6.6667E-02,-3.74781E+00,-2.40853E+00,7.8E+00,4.0323E-02,1.29032E-01,3.22581E-01,5.16129E-01,0,0,1.6129E-02,2.4194E-02,3.2258E-02,8.065E-03,7.2581E-02,1.20968E-01,8.0645E-02,1.45161E-01,8.065E-03,0,6.4516E-02,0,0,0,0,2.4194E-02,0,0,8.065E-03,4.0323E-02,8.065E-03,2.4194E-02,0,0,8.065E-03,0,0,0,1.6129E-02,1.6129E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4194E-02,3.2258E-02,0,1.6129E-02,0,4.0323E-02,6.4516E-02,8.065E-03,0,0,0,0,1.6129E-02,3.2258E-02,4.8387E-02,1.6129E-02,0,8.065E-03,8.065E-03,1.6129E-02,8.065E-03,9.6774E-02,0,0,0,0,0,8.065E-03,2.4194E-02,2.4194E-02,0,0,0,0,3.2258E-02,8.065E-03,4.8387E-02,8.065E-03,0,0,0,2.4194E-02,4.8387E-02,0,8.065E-03,4.8387E-02,1.45161E-01,2.4194E-02,0,3.12E-01,1.42157E-01,6.8627E-02,2.5E-01,5.29412E-01,0,2.35294E-01,0,2.35294E-01,1.51786E-01,4.0708E-01,0,0,2.6786E-02,0,0,3.5714E-02,7.1429E-02,0,0,2.6786E-02,7.1429E-02,1.7857E-02,3.5714E-02,0,0,0,2.5E-01,8.9286E-02,0,0,5.3571E-02,3.5714E-02,0,1.33929E-01,3.5714E-02,2.6786E-02,8.929E-03,7.1429E-02,0,8.929E-03,0,0,3.17722E+01,1.8152E+01,2.89315E+01,0,1.05983E+02,8.21429E-01,0,0,0,1.78571E-01,1.25E+00,4.33013E-01,1.1547E+00,0,7.5E-01,2.5E-01,0,0,0,0
If It Keeps On Raining (Rough Mix).txt,Coda-1982,211,3.31754E-01,9.24725E+01,0,1.11806E+02,0,4.08711E+02,9.90521E-01,4.739E-03,4.739E-03,3.35071E+00,1.80095E-01,1.75355E-01,1.23223E-01,2.891E-01,1.4218E-01,5.6872E-02,2.3697E-02,9.479E-03,0,0,0,0,0,1.72932E-01,9.7969E-02,4.28571E-01,4.21053E-01,5.2632E-02,4.21053E-01,0,0,0,0,1.05263E-01,3.88626E-01,8.5308E-02,1.46919E-01,0,1.56398E-01,0,0,2.268E-02,0,0,0,0,8.5E+00,2.67565E+00,4.40909E+01,1.81818E-01,4.5455E-02,1.81818E-01,4.5455E-02,1.36364E-01,2.27273E-01,0,1.81818E-01,-1.39815E+00,4.19827E-01,-1,1.94313E-01,4.59716E-01,8.19905E-01,1.02844E+00,4.739E-03,1.4286E-02,1.4218E-02,4.2654E-02,4.7393E-02,4.7393E-02,2.3697E-02,4.2654E-02,7.109E-02,6.6351E-02,3.7915E-02,5.6872E-02,1.18483E-01,1.4218E-02,0,0,0,0,0,0,0,0,9.479E-03,4.739E-03,4.739E-03,1.8957E-02,4.739E-03,0,1.8957E-02,0,8.5308E-02,2.3697E-02,1.8957E-02,1.8957E-02,2.8436E-02,2.8436E-02,0,9.479E-03,9.479E-03,0,0,0,0,0,4.739E-03,4.739E-03,1.8957E-02,0,4.739E-03,0,1.8957E-02,1.8957E-02,9.479E-03,1.8957E-02,0,0,0,4.739E-03,6.6351E-02,1.8957E-02,0,4.739E-03,9.0047E-02,7.109E-02,9.479E-03,0,1.4218E-02,1.8957E-02,9.479E-03,0,1.8957E-02,0,7.109E-02,2.3697E-02,1.8957E-02,0,0,0,0,0,7.109E-02,1.8957E-02,0,0,9.479E-03,1.8957E-02,0,4.739E-03,0,0,4.739E-03,1.8957E-02,4.739E-03,4.739E-03,2.70142E-01,1.82957E-01,9.3036E-02,4.28571E-01,4.21053E-01,4.73684E-01,0,0,1.05263E-01,1.20419E-01,3.49462E-01,2.0942E-02,5.236E-03,5.7592E-02,0,1.0471E-02,6.8063E-02,2.0942E-02,0,0,2.0942E-02,2.93194E-01,1.5707E-02,2.6178E-02,0,0,4.1885E-02,7.8534E-02,6.8063E-02,0,0,0,2.6178E-02,2.6178E-02,7.3298E-02,3.6649E-02,4.712E-02,1.5707E-02,1.0471E-02,2.0942E-02,0,5.236E-03,1.0471E-02,3.71973E+01,1.05746E+01,4.73564E+01,0,1.9972E+02,9.79058E-01,5.236E-03,1.0471E-02,0,5.236E-03,1.27778E+00,7.30719E-01,1.22525E+00,5.5556E-02,7.22222E-01,1.11111E-01,1.11111E-01,0,0,0
Ozone Baby.txt,Coda-1982,175,4.11429E-01,8.97025E+01,0,1.14275E+02,0,3.39307E+02,9.88571E-01,5.714E-03,5.714E-03,2.88202E+00,2.92135E-01,1.68539E-01,1.85393E-01,2.07865E-01,6.7416E-02,3.9326E-02,2.2472E-02,1.6854E-02,0,0,0,0,0,1.32353E-01,5.5416E-02,2.94118E-01,1.5E-01,0,6E-01,0,1.5E-01,5E-02,0,5E-02,1.54286E-01,5.714E-03,7.4286E-02,0,7.4286E-02,0,0,3.3898E-02,0,0,0,0,8.55E+00,1.90984E+00,3.54E+01,5E-02,1E-01,5E-02,4.5E-01,5E-02,1E-01,1.5E-01,5E-02,-3.58067E+00,-2.3157E+00,2.677E+02,5.7143E-02,2.05714E-01,3.54286E-01,5.82857E-01,5.618E-03,1.3889E-02,0,1.1429E-02,1.1429E-02,1.1429E-02,5.1429E-02,1.7143E-02,6.8571E-02,1.71429E-01,1.08571E-01,6.8571E-02,8E-02,1.7143E-02,0,0,1.1429E-02,0,0,0,1.7143E-02,5.714E-03,1.1429E-02,0,0,1.7143E-02,3.4286E-02,1.7143E-02,6.8571E-02,0,3.4286E-02,6.2857E-02,6.2857E-02,6.2857E-02,6.8571E-02,5.7143E-02,0,1.7143E-02,0,0,0,0,0,0,0,5.714E-03,6.8571E-02,0,0,0,5.7143E-02,1.7143E-02,1.1429E-02,5.7143E-02,0,1.1429E-02,0,1.1429E-02,2.2857E-02,1.7143E-02,0,0,5.7143E-02,0,5.714E-03,0,0,5.7143E-02,0,0,0,0,1.1429E-02,5.7143E-02,6.8571E-02,0,1.1429E-02,3.4286E-02,0,1.1429E-02,5.714E-03,2.2857E-02,5.714E-03,0,0,5.7143E-02,0,0,0,0,6.2857E-02,1.31429E-01,0,0,3.48315E-01,1.48789E-01,6.0923E-02,2.94118E-01,1.17647E-01,4.70588E-01,2.35294E-01,1.17647E-01,5.8824E-02,1.22581E-01,4.19355E-01,2.5806E-02,6.452E-03,5.1613E-02,0,0,5.1613E-02,7.0968E-02,0,0,1.9355E-02,1.74194E-01,6.452E-03,1.2903E-02,0,0,0,2.77419E-01,3.871E-02,6.452E-03,0,0,6.452E-03,0,5.1613E-02,0,1.9355E-02,6.452E-03,1.03226E-01,6.4516E-02,0,6.452E-03,0,3.5012E+01,15,3.30137E+01,0,1.40771E+02,8.45161E-01,0,0,0,1.54839E-01,5E-01,5E-01,0,5E-01,5E-01,0,0,0,0,0
Poor Tom.txt,Coda-1982,253,4.34783E-01,1.34566E+02,0,1.73089E+02,0,5.03947E+02,9.96047E-01,0,3.953E-03,3.21705E+00,2.24806E-01,7.7519E-02,2.90698E-01,2.28682E-01,8.5271E-02,4.2636E-02,3.876E-02,7.752E-03,3.876E-03,0,0,0,0,7E-02,3.3166E-02,2E-01,3.75E-01,0,5.83333E-01,0,0,0,0,4.1667E-02,1.26482E-01,0,3.9526E-02,3.953E-03,6.3241E-02,0,1.1858E-02,4.8561E-02,0,0,0,0,8,2.50333E+00,3.70667E+01,2E-01,1.66667E-01,1E-01,1.66667E-01,3.3333E-02,6.6667E-02,2E-01,6.6667E-02,-2.27767E+00,-5.83721E-01,-1,4.3478E-02,9.4862E-02,2.21344E-01,3.87352E-01,7.752E-03,1.8182E-02,3.953E-03,1.581E-02,3.1621E-02,1.9763E-02,5.9289E-02,3.5573E-02,9.8814E-02,1.58103E-01,3.5573E-02,6.7194E-02,5.1383E-02,7.905E-03,0,0,0,0,0,3.953E-03,3.953E-03,2.3715E-02,7.905E-03,3.953E-03,0,1.581E-02,0,0,1.581E-02,1.1858E-02,2.3715E-02,1.581E-02,1.581E-02,1.581E-02,1.581E-02,2.7668E-02,0,0,3.953E-03,5.1383E-02,0,0,0,0,0,1.1858E-02,1.9763E-02,0,0,7.905E-03,1.9763E-02,3.1621E-02,0,1.581E-02,7.905E-03,0,0,7.905E-03,1.9763E-02,3.1621E-02,1.1858E-02,3.953E-03,1.581E-02,7.905E-03,7.905E-03,0,1.1858E-02,1.581E-02,1.1858E-02,0,7.905E-03,0,3.953E-03,4.3478E-02,4.3478E-02,0,0,1.1858E-02,7.905E-03,0,0,4.3478E-02,0,0,7.905E-03,1.9763E-02,2.3715E-02,7.905E-03,0,0,2.3715E-02,0,2.3715E-02,3.9526E-02,3.29457E-01,7.1429E-02,4.0507E-02,2.4E-01,4.28571E-01,5.35714E-01,0,0,3.5714E-02,1.17647E-01,4.52489E-01,2.2624E-02,9.05E-03,6.3348E-02,4.525E-03,0,1.31222E-01,4.525E-03,0,0,4.9774E-02,1.44796E-01,3.1674E-02,1.53846E-01,0,4.525E-03,4.525E-03,9.5023E-02,4.0724E-02,0,0,9.05E-03,1.3575E-02,0,6.3348E-02,5.4299E-02,4.525E-03,1.81E-02,1.81E-02,2.2624E-02,0,2.2624E-02,4.525E-03,3.28093E+01,0,4.21833E+01,0,1.88741E+02,9.95475E-01,0,0,0,4.525E-03,1.25E+00,4.33013E-01,1.1547E+00,0,7.5E-01,2.5E-01,0,0,0,0
Sugar Mama (Mix).txt,Coda-1982,103,2.42718E-01,2.6816E+01,0,3.54457E+01,0,1.66064E+02,9.70874E-01,1.9417E-02,9.709E-03,3.3301E+00,1.65049E-01,1.45631E-01,1.5534E-01,2.71845E-01,2.52427E-01,9.709E-03,0,0,0,0,0,0,0,1.53846E-01,7.458E-02,3E-01,6.15385E-01,0,0,0,2.30769E-01,0,0,1.53846E-01,2.81553E-01,6.7961E-02,1.5534E-01,9.709E-03,4.8544E-02,0,0,2.8261E-02,0,0,0,0,1.02222E+01,2.73974E+00,5.11111E+01,1.11111E-01,0,0,1.11111E-01,0,3.33333E-01,1.11111E-01,3.33333E-01,-6.34132E-01,8.85319E-01,-1,1.94175E-01,3.98058E-01,9.02913E-01,1.29126E+00,0,0,0,3.8835E-02,2.9126E-02,2.9126E-02,0,8.7379E-02,0,1.35922E-01,4.8544E-02,5.8252E-02,2.9126E-02,0,0,0,0,0,0,0,1.74757E-01,0,3.8835E-02,0,0,0,3.8835E-02,0,0,0,2.13592E-01,0,0,0,0,0,0,1.74757E-01,0,0,0,0,0,0,0,9.709E-03,0,0,0,0,0,0,3.8835E-02,0,0,0,1.74757E-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.709E-03,1.84466E-01,0,0,3.8835E-02,0,0,0,1.74757E-01,9.709E-03,0,0,0,9.709E-03,0,0,0,3.8835E-02,7.767E-02,0,0,2.42718E-01,1.53846E-01,7.458E-02,3E-01,6.15385E-01,0,2.30769E-01,0,1.53846E-01,1.44444E-01,2.52747E-01,3.3333E-02,0,0,0,0,4.4444E-02,0,0,0,4.4444E-02,3.55556E-01,0,6.6667E-02,0,0,0,2E-01,3.3333E-02,0,0,0,1.1111E-02,0,1E-01,0,1.1111E-02,2.2222E-02,5.5556E-02,0,0,0,2.2222E-02,1.38273E+01,2,1.80737E+01,0,7.40366E+01,9.77778E-01,1.1111E-02,0,0,1.1111E-02,1.42857E+00,1.04978E+00,-1.81444E-01,2.85714E-01,1.42857E-01,4.28571E-01,1.42857E-01,0,0,0
